artnr;artnm;Leverancier;Artikelnr leverancier;Werkdruk (bar);2delig_1 - Huls;2delig_1 - Pilaar;2delig_1 - Persmaat (mm);2delig_1 - Schilmaat intern (mm);2delig_1 - Schilmaat extern (mm);2delig_2 - Huls;2delig_2 - Pilaar;2delig_2 - Persmaat (mm);2delig_2 - Schilmaat intern (mm);2delig_2 - Schilmaat extern (mm);1delig_1;1delig_1 - Persmaat (mm);1delig_1 - Insteekdiepte (mm);1delig_1 - Schilmaat intern (mm);1delig_1 - Schilmaat extern (mm);1delig_2;1delig_2 - Persmaat (mm);1delig_2 - Insteekdiepte (mm);1delig_2 - Schilmaat intern (mm);1delig_2 - Schilmaat extern (mm);1delig_3;1delig_3 - Persmaat (mm);1delig_3 - Insteekdiepte (mm);1delig_3 - Schilmaat intern (mm);1delig_3 - Schilmaat extern (mm)
0446-24;4SH 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 300 BAR;Interpump;TFDR4SH-24;300;;;;;;;;;;;;;;;;;;;;;;;;;
0446-32;4SH 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 250 BAR;Interpump;TFDR4SH-32;250;;;;;;;;;;;;;;;;;;;;;;;;;
0447-10;R15-DN16 (5/8) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-10;420;;;;;;;;;;;;;;;;;;;;;;;;;
0447-12;R15-DN19 (3/4) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-12;420;;;;;;;;;;;;;;;;;;;;;;;;;
0447-16;R15-DN25 (1) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-16;420;;;;;;;;;;;;;;;;;;;;;;;;;
0447-20;R15-DN32 (1-1/4) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-20;420;;;;;;;;;;;;;;;;;;;;;;;;;
0447-24;R15-DN38 (1-1/2) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-24;420;;;;;;;;;;;;;;;;;;;;;;;;;
0447-32;R15-DN50 (2) IN-/OUT. SKIVE W.P. 420 BAR;Interpump;TFDR015-32;420;;;;;;;;;;;;;;;;;;;;;;;;;
0449-04;MTR SLANG (R13) WP 690 BAR;Parker;0003S0032357;690;;;;;;;;;;;;;;;;;;;;;;;;;
0449-06;MTR SLANG (R13);Parker;3005320;;;;;;;;;;;;;;;;;;;;;;;;;;
0449-08;MTR SLANG (R13);Parker;0003S0135821;;;;;;;;;;;;;;;;;;;;;;;;;;
0449-16;R13 25.4MM (1) DN25 WP 350BAR;Interpump;TFDR013-16;350;;;;;;;;;;;;;;;;;;;;;;;;;
0449-20;R13 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-20;350;100V4-20;30;50,2;21,5;74;;;;;;;;;;;;;;;;;;;;
0449-24;R13 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-24;350;100V6-24;V6;63,2;22;65;;;;;;;;;;;;;;;;;;;;
0449-32;R13 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-32;350;100V6-32;V6;77,3;22;75;;;;;;;;;;;;;;;;;;;;
0449-40;MTR SLANG (R13);Manuli;0480-40;;;;;;;;;;;;;;;;;;;;;;;;;;
0449-48;MTR SLANG (R13);Parker;H10103076MSC9;;;;;;;;;;;;;;;;;;;;;;;;;;
0480-32;MTR SLANG (R15) MANULI DIAMONDSPIR;Manuli;0480-32;;;;;;;;;;;;;;;;;;;;;;;;;;
0731-20;NO-SKIVE 31.8MM (1-1/4) DN32 4SH W.P. 32.5 MPa;Parker;731-20;325;;;;;;;;;;;73;54,60;64;;;;;;;;;;;;
0731-24;NO-SKIVE 38.1MM (1-1/2) DN38 4SH W.P. 29.0 MPa;Parker;731-24;290;;;;;;;;;;;73;62,20;62;;;;;;;;;;;;
0731-32;NO-SKIVE 50.8MM (2) DN50 4SH W.P. 25.0 MPa;Parker;731-32;250;;;;;;;;;;;73;77,10;71;;;;;;;;;;;;
0731TC-12;NO-SKIVE 19.0MM (3/4) DN19 4SH T.C. W.P. 42.0 MPa;Parker;731TC-12;420;;;;;;;;;;;73;36,30;48;;;;;;;;;;;;
0731TC-16;NO-SKIVE 25.4MM (1) DN25 4SH T.C. W.P. 38.0 MPa;Parker;731TC-16;380;;;;;;;;;;;73;44,20;51;;;;;;;;;;;;
0731TC-20;NO-SKIVE 31.8MM (1-1/4) DN32 4SH T.C. W.P. 32.5 MPa;Parker;731TC-20;325;;;;;;;;;;;73;54,60;64;;;;;;;;;;;;
0731TC-32;NO-SKIVE 50MM (2) DN50 4SH T.C. 731TC-32;Parker;731TC-32;;;;;;;;;;;;73;77,10;71;;;;;;;;;;;;
0791TC-12;NO-SKIVE 19.1MM (3/4) DN20 XTREME T.C. W.P. 42.0 MPa;Parker;791TC-12;420;;;;;;;;;;;79;36,30;56;;;;;;;;;;;;
0791TC-16;NO-SKIVE 25.4MM (1) DN25 XTREME T.C. W.P. 42.0 MPa;Parker;791TC-16;420;;;;;;;;;;;79;44,20;59;;;;;;;;;;;;
0791TC-24;NO-SKIVE 38.1MM (1-1/2) DN38 XTREME T.C. W.P. 42.0 MPa;Parker;791TC-24;420;;;;;;;;;;;79;62,20;76;;;;;;;;;;;;
424-32;"MEDIUM PRESSURE HOSE PHOSPHATE ESTHER 2""";Parker;424-32;;;;;;;;;;;;43;69,70;46;;;;;;;;;;;;
701-10;4SP 15.9MM (5/8) DN16 NO-SKIVE W.P. 350 BAR;Parker;701-10;350;;;;;;;;;;;70;32,25;35;;;;;;;;;;;;
701-12;4SP 19.1MM (3/4) DN20 NO-SKIVE W.P. 350 BAR;Parker;701-12;350;;;;;;;;;;;70;35,7;38;;;;;;;;;;;;
701-16;4SP 25.4MM (1) DN25 NO-SKIVE W.P. 280 BAR;Parker;701-16;280;;;;;;;;;;;70;44,35;46;;;;;;;;;;;;
701-8;4SP 12.7MM (1/2) DN12 NO-SKIVE W.P. 415 BAR;Parker;701-8;415;;;;;;;;;;;70;29,20;33;;;;;;;;;;;;
701TC-10;4SP 15.9MM (5/8) DN16 NO-SKIVE W.P. 350 BAR T.C.;Parker;701TC-10;350;;;;;;;;;;;70;32,25;35;;;;;;;;;;;;
BPK-12;MTR SLANG (BLASTOPAK);Parker;BPK-12;1100;WB;WB;37,6;15;52;;;;;;;;;;;;;;;;;;;;
BPK-16;MTR SLANG (BLASTOPAK);Parker;BPK-16;800;WB;WB;46,5;17;65;;;;;;;;;;;;;;;;;;;;
BPK-6;MTR SLANG (BLASTOPAK);Parker;BPK-6;1100;WB;WB;24,5;12;38;;;;;;;;;;;;;;;;;;;;
BPK-8;MTR SLANG (BLASTOPAK);Parker;BPK-8-DL40;1100;WB;WB;30,2;13;43;;;;;;;;;;;;;;;;;;;;
F42-12;R15 19.1MM (3/4) DN20 NO. SKIVE PHOSPHATE ESTER W.P. 420 BAR;Parker;F42-12;420;;;;;;;;;;;79;36,30;56;;;;;;;;;;;;
F42-16;R15 25.4MM (1) DN25 NO. SKIVE PHOSPHATE ESTER W.P. 420 BAR;Parker;F42-16;420;;;;;;;;;;;79;44,20;59;;;;;;;;;;;;
F42-20;R15 31.8MM (1-1/4) DN31 NO-SKIVE W.P. 420 BAR;Parker;F42-20;420;;;;;;;;;;;79;54,60;71;;;;;;;;;;;;
FA35-12;PARLOCK FIREARMOR R35 DN19 (19.1MM) 3/4 WP 350;Parker;FA35-12;350;;;;;;;;;;;;;;;;;;;;;;;;;
FA35-12-DL;PARLOCK FIREARMOR R35 DN19 (19.1MM) 3/4 WP 350;Parker;FA35-12-DL;350;;;;;;;;;;;;;;;;;;;;;;;;;
FA35-16;PARLOCK FIREARMOR R35 DN25 (25.4MM) 1 WP 350;Parker;FA35-16;350;;;;;;;;;;;;;;;;;;;;;;;;;
FA35-20;PARLOCK FIREARMOR R35 DN31  (31.8MM) 1 WP 350;Parker;FA35-20;350;;;;;;;;;;;;;;;;;;;;;;;;;
FA35-6;PARLOCK FIREARMOR R35 DN10 (9.5MM) 3/8 WP 350;Parker;FA35-6;350;;;;;;;;;;;;;;;;;;;;;;;;;
FA35-8;PARLOCK FIREARMOR R35 DN12 (12.7MM) 1/2 WP 350;Parker;FA35-8;350;;;;;;;;;;;;;;;;;;;;;;;;;
H29-12;4SH 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 430 BAR;Parker;H29-12;430;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
H29-16;4SH 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 400 BAR;Parker;H29-16;400;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
H29-20;4SH 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 350 BAR;Parker;H29-20;350;100V4-20;30;50,2;21,5;74;;;;;;;;;;;;;;;;;;;;
H29-24;4SH 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 310 BAR;Parker;H29-24;310;100V4-24;30;57,3;22;81;;;;;;;;;;;;;;;;;;;;
H29-32;4SH 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 280 BAR;Parker;H29-32;280;100V4-32;30;73,5;29;85;;;;;;;;;;;;;;;;;;;;
H29ST-12;4SH 19.1MM (3/4) DN20 S.T. IN-/OUT. SKIVE W.P. 430 BAR;Parker;H29ST-12;430;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
H29ST-16;4SH 25.4MM (1) DN25 S.T. IN-/OUT. SKIVE W.P. 400 BAR;Parker;H29ST-16;400;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
H29ST-20;4SH 31.8MM (1-1/4) DN32 S.T. IN-/OUT. SKIVE W.P. 350 BAR;Parker;H29ST-20;350;100V4-20;30;50,2;21,5;74;;;;;;;;;;;;;;;;;;;;
H29ST-24;4SH 38.1MM (1-1/2) DN38 S.T. IN-/OUT. SKIVE W.P. 310 BAR;Parker;H29ST-24;310;100V4-24;30;57,3;22;81;;;;;;;;;;;;;;;;;;;;
H29ST-32;4SH 50.8MM (2) DN50 S.T. IN-/OUT. SKIVE W.P. 280 BAR;Parker;H29ST-32;280;100V4-32;30;73,5;29;85;;;;;;;;;;;;;;;;;;;;
H29TC-12;4SH 19.1MM (3/4) DN20 T.C. IN-/OUT. SKIVE W.P. 430 BAR;Parker;H29TC-12;430;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
H29TC-16;4SH 25.4MM (1) DN25 T.C. IN-/OUT. SKIVE W.P. 400 BAR;Parker;H29TC-16;400;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
H29TC-20;4SH 31.8MM (1-1/4) DN32 T.C. IN-/OUT. SKIVE W.P. 350 BAR;Parker;H29TC-20;350;100V4-20;30;50,2;21,5;74;;;;;;;;;;;;;;;;;;;;
H29TC-24;4SH 38.1MM (1-1/2) DN38 T.C. IN-/OUT. SKIVE W.P. 310 BAR;Parker;H29TC-24;310;100V4-24;30;57,3;22;81;;;;;;;;;;;;;;;;;;;;
H29TC-32;4SH 38.1MM (2) DN50 T.C. IN-/OUT. SKIVE W.P. 280 BAR;Parker;H29TC-32;280;100V4-32;30;73,5;29;85;;;;;;;;;;;;;;;;;;;;
H31-04;4SP 6.3MM (1/4) DN06 OUT. SKIVE W.P. 500 BAR;Parker;H31-4;500;VS;VS;19,8;;29;;;;;;;;;;;;;;;;;;;;
H31-06;4SP 9.5MM (3/8) DN10 OUT. SKIVE W.P. 445 BAR;Parker;H31-6;445;VS;VS;23,5;;28;;;;;;;;;;;;;;;;;;;;
H31-08;4SP 12.7MM (1/2) DN12 OUT. SKIVE W.P. 415 BAR;Parker;H31-8;415;VS;VS;26,5;;32;;;;;;;;;;;;;;;;;;;;
H31-10;4SP 15.9MM (5/8) DN16 OUT. SKIVE W.P. 390 BAR;Parker;H31-10;390;100V4-10;30;30,4;14,5;50;;;;;;;;;;;;;;;;;;;;
H31-12;4SP 19.1MM (3/4) DN20 OUT. SKIVE W.P. 350 BAR;Parker;H31-12;350;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
H31-16;4SP 25.4MM (1) DN25 OUT. SKIVE W.P. 310 BAR;Parker;H31-16;310;100V4-16;30;41,6;17;65;;;;;;;;;;;;;;;;;;;;
H31-20;4SP 31.8MM (1-1/4) DN32 OUT. SKIVE W.P. 280 BAR;Interpump;TFDM4SPN20;280;;;;;;;;;;;;;;;;;;;;;;;;;
H31ST-06;4SP 9.5MM (3/8) DN10 S.T. OUT. SKIVE W.P. 445 BAR;Parker;H31ST-6;445;VS;VS;23,5;;28;;;;;;;;;;;;;;;;;;;;
H31ST-08;4SP 12.7MM (1/2) DN12 S.T. OUT. SKIVE W.P. 415 BAR;Parker;H31ST-8;415;VS;VS;26,5;;32;;;;;;;;;;;;;;;;;;;;
H31ST-10;4SP 15.9MM (5/8) DN16 S.T. OUT. SKIVE W.P. 390 BAR;Parker;H31ST-10;390;100V4-10;30;30,4;14,5;50;;;;;;;;;;;;;;;;;;;;
H31TC-06;4SP 9.5MM (3/8) DN10 T.C. OUT. SKIVE W.P. 445 BAR;Parker;H31TC-6;445;VS;VS;23,5;;28;;;;;;;;;;;;;;;;;;;;
H31TC-08;4SP 12.7MM (1/2) DN12 T.C. OUT. SKIVE W.P. 415 BAR;Parker;H31TC-8;415;VS;VS;26,5;;32;;;;;;;;;;;;;;;;;;;;
H31TC-10;4SP 15.9MM (5/8) DN16 T.C. OUT. SKIVE W.P. 390 BAR;Parker;H31TC-10;390;100V4-10;30;30,4;14,5;50;;;;;;;;;;;;;;;;;;;;
H31TC-12;4SP 19.1MM (3/4) DN20 T.C. OUT. SKIVE W.P. 350 BAR;Parker;H31TC-12;350;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
H31TC-16;4SP 25.4MM (1) DN25 T.C. OUT. SKIVE W.P. 310 BAR;Parker;H31TC-16;310;100V4-16;30;41,6;17;65;;;;;;;;;;;;;;;;;;;;
PLK28TC-32;PARKER 4SH 50,8MM (2) DN50 IN/OUT. SKIVE W.P. 280 BAR;Parker;PLK28TC-32;280;100V4-32;30;73,5;29;85;;;;;;;;;;;;;;;;;;;;
PLK31TC-24;PARKER 4SH 38,1MM (11/2) DN38 IN/OUT. SKIVE W.P. 310 BAR;Parker;PLK31TC-24;310;100V4-24;30;57,3;22;81;;;;;;;;;;;;;;;;;;;;
PLK35TC-20;PARKER 4SH 31,8MM (11/4) DN32 IN/OUT. SKIVE W.P. 350 BAR;Parker;PLK35TC-20;350;100V4-20;30;50,2;21,5;74;;;;;;;;;;;;;;;;;;;;
PLK35TC-40;PARKER R13 63,5MM (21/2) DN63 IN/OUT. SKIVE W.P. 350 BAR;Parker;PLK35TC-40;350;100V6-40;V6;94,0;30;99;;;;;;;;;;;;;;;;;;;;
PLK35TC-48;PARKER R13 76,0MM (3) DN76 IN/OUT. SKIVE W.P. 210/350 BAR;Parker;PLK35TC-48;210;100V6-48;V6;99,6;22;75;;;;;;;;;;;;;;;;;;;;
PLK39TC-10;PARKER 4SP 15,9MM (5/8) DN16 IN/OUT. SKIVE W.P. 390 BAR;Parker;PLK39TC-10;390;100V4-10;30;30,4;14,5;50,0;;;;;;;;;;;;;;;;;;;;
PLK40TC-16;PARKER 4SH 25,4MM (1) DN25 IN/OUT. SKIVE W.P. 400 BAR;Parker;PLK40TC-16;400;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
PLK42TC-8;PARKER 4SP 12,7MM (1/2) DN12 OUT. SKIVE W.P. 420 BAR;Parker;PLK42TC-8;420;VS;VS;26,5;;32;;;;;;;;;;;;;;;;;;;;
PLK43TC-12;PARKER 4SH 19,1MM (3/4) DN20 IN/OUT. SKIVE W.P. 430 BAR;Parker;PLK43TC-12;430;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
PLK45TC-6;PARKER 4SP 9,5MM (3/8) DN10 OUT. SKIVE W.P. 450 BAR;Parker;PLK45TC-6;450;VS;VS;23,5;;28;;;;;;;;;;;;;;;;;;;;
PLK50TC-4;PARKER 4SP 6.3MM (1/4) DN06 OUT. SKIVE W.P. 500 BAR;Parker;PLK50TC-4;500;VS;VS;19,8;;29;;;;;;;;;;;;;;;;;;;;
R35-24;R13 38MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-24;350;100V6-24;V6;63,2;22;65;;;;;;;;;;;;;;;;;;;;
R35-32;R13 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35-32;350;100V6-32;V6;77,3;22;75;;;;;;;;;;;;;;;;;;;;
R35TC-16;R13 TC 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-16;350;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
R35TC-20;R13 TC 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-20;350;100V4-20;30;50,2;21,5;74;;;;;;;;;;;;;;;;;;;;
R35TC-24;R13 TC 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-24;350;100V6-24;V6;63,2;22;65;;;;;;;;;;;;;;;;;;;;
R35TC-32;R13 TC 50.8MM (2) DN51 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-32;350;100V6-32;V6;77,3;22;75;;;;;;;;;;;;;;;;;;;;
R35TC-40;R13 TC 63.5MM (21/2) DN63 IN-/OUT. SKIVE W.P. 350 BAR;Parker;R35TC-40;350;;;;;;;;;;;;;;;;;;;;;;;;;
R35TC-48;R13 TC 76MM (3) DN76 IN-/OUT. SKIVE W.P. 350 BAR;Parker;RS35TC-48;350;;;;;;;;;;;;;;;;;;;;;;;;;
R42-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-12;420;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
R42-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-16;420;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
R42-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-20;420;100V6-20;V6;55,5;22;58;;;;;;;;;;;;;;;;;;;;
R42-24;R15 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-24;420;100V6-24;V6;63,2;22;65;;;;;;;;;;;;;;;;;;;;
R42-32;R15 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42-32;420;100V6-32;V6;78;22;75;;;;;;;;;;;;;;;;;;;;
R42ST-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-12;420;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
R42ST-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-16;420;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
R42ST-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-20;420;100V6-20;V6;55,5;22;58;;;;;;;;;;;;;;;;;;;;
R42ST-24;R15 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-24;420;100V6-24;V6;63,2;22;65;;;;;;;;;;;;;;;;;;;;
R42ST-32;R15 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42ST-32;420;100V6-32;V6;78;22;75;;;;;;;;;;;;;;;;;;;;
R42TC-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-12;420;100V4-12;30;33,9;15;52;;;;;;;;;;;;;;;;;;;;
R42TC-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-16;420;100V4-16;30;42,5;17;65;;;;;;;;;;;;;;;;;;;;
R42TC-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-20;420;100V6-20;V6;55,5;22;58;;;;;;;;;;;;;;;;;;;;
R42TC-24;R15 38.1MM (1-1/2) DN38 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-24;420;100V6-24;V6;63,2;22;65;;;;;;;;;;;;;;;;;;;;
R42TC-32;R15 50.8MM (2) DN50 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R42TC-32;420;100V6-32;V6;78;22;75;;;;;;;;;;;;;;;;;;;;
R50TC-12;R15 19.1MM (3/4) DN20 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R50TC-12;500;100V4-12;30;34,4;15;52;;;;;;;;;;;;;;;;;;;;
R50TC-16;R15 25.4MM (1) DN25 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R50TC-16;500;100V4-16;30;42,2;17;65;;;;;;;;;;;;;;;;;;;;
R50TC-20;R15 31.8MM (1-1/4) DN32 IN-/OUT. SKIVE W.P. 420 BAR;Parker;R50TC-20;500;100V6-20;V6;57;22;58;;;;;;;;;;;;;;;;;;;;
R56TC-4;R15 6.4MM (1/4) DN06 TOUGH COVER SKIVE W.P. 560 BAR;Parker;R56TC-4;560;VS;VS;20,5;;29;;;;;;;;;;;;;;;;;;;;
